time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.79946e-06	3222.61
1	1.79946e-06	4.44651e-06	3222.61
2	4.44651e-06	8.34037e-06	2784.32
3	8.34037e-06	1.40683e-05	3879.26
4	1.40683e-05	2.24943e-05	3323.64
5	2.24943e-05	3.4889e-05	2111.23
6	3.4889e-05	5.31219e-05	2074.12
7	5.31219e-05	7.99428e-05	2290.36
8	7.99428e-05	0.000119397	2208.1
9	0.000119397	0.000177435	2035.46
10	0.000177435	0.00026281	1972.01
11	0.00026281	0.000388398	1934.22
12	0.000388398	0.000573141	1787.3
13	0.000573141	0.000844902	1470.7
14	0.000844902	0.00124467	1123.93
15	0.00124467	0.00183273	886.141
16	0.00183273	0.00269779	821.392
17	0.00269779	0.0039703	1322.58
18	0.0039703	0.00584219	84.7058
19	0.00584219	inf	84.7058
