time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.83769e-05	1708.02
1	2.83769e-05	6.4845e-05	1708.02
2	6.4845e-05	0.000111711	415.296
3	0.000111711	0.000171941	953.608
4	0.000171941	0.000249345	1147.17
5	0.000249345	0.000348818	1174.05
6	0.000348818	0.000476656	1239.11
7	0.000476656	0.000640944	1371.35
8	0.000640944	0.000852076	1333.94
9	0.000852076	0.00112341	1072.94
10	0.00112341	0.00147211	814.242
11	0.00147211	0.00192024	609.086
12	0.00192024	0.00249614	425.815
13	0.00249614	0.00323626	288.431
14	0.00323626	0.00418741	221.777
15	0.00418741	0.00540976	237.246
16	0.00540976	0.00698065	379.858
17	0.00698065	0.00899946	640.04
18	0.00899946	0.0115939	1134.2
19	0.0115939	inf	1134.2
