time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.31956e-06	2597.49
1	1.31956e-06	3.26067e-06	2597.49
2	3.26067e-06	6.11607e-06	690.661
3	6.11607e-06	1.03164e-05	2198.56
4	1.03164e-05	1.64952e-05	4194.71
5	1.64952e-05	2.55844e-05	4145.15
6	2.55844e-05	3.89547e-05	3587.01
7	3.89547e-05	5.86228e-05	3805.67
8	5.86228e-05	8.75549e-05	4380.52
9	8.75549e-05	0.000130115	4666.21
10	0.000130115	0.000192721	4329.59
11	0.000192721	0.000284816	3471.42
12	0.000284816	0.00042029	2342.07
13	0.00042029	0.000619574	1312.22
14	0.000619574	0.000912726	668.198
15	0.000912726	0.00134396	404.363
16	0.00134396	0.00197831	396.768
17	0.00197831	0.00291146	4541.89
18	0.00291146	0.00428413	2.37968
19	0.00428413	inf	2.37968
