time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.8251e-05	1689.84
1	2.8251e-05	6.45575e-05	1689.84
2	6.45575e-05	0.000111216	546.689
3	0.000111216	0.000171179	968.948
4	0.000171179	0.000248239	1088.2
5	0.000248239	0.000347272	1129.48
6	0.000347272	0.000474542	1280.05
7	0.000474542	0.000638102	1446.75
8	0.000638102	0.000848298	1363.56
9	0.000848298	0.00111843	1046.9
10	0.00111843	0.00146558	771.906
11	0.00146558	0.00191172	594.34
12	0.00191172	0.00248508	449.17
13	0.00248508	0.00322191	333.65
14	0.00322191	0.00416884	276.344
15	0.00416884	0.00538578	294.992
16	0.00538578	0.0069497	406.703
17	0.0069497	0.00895956	559.632
18	0.00895956	0.0115425	69.5984
19	0.0115425	inf	69.5984
