time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.88148e-06	1.66898
1	1.88148e-06	4.64917e-06	1.66898
2	4.64917e-06	8.7205e-06	4538.94
3	8.7205e-06	1.47095e-05	2431.84
4	1.47095e-05	2.35195e-05	1574.37
5	2.35195e-05	3.64791e-05	1299.78
6	3.64791e-05	5.5543e-05	1196.76
7	5.5543e-05	8.35863e-05	1433.18
8	8.35863e-05	0.000124839	1901.57
9	0.000124839	0.000185522	2350.35
10	0.000185522	0.000274788	2531.84
11	0.000274788	0.0004061	2343.39
12	0.0004061	0.000599263	1945
13	0.000599263	0.00088341	1459.03
14	0.00088341	0.0013014	1036.29
15	0.0013014	0.00191626	792.304
16	0.00191626	0.00282074	722.961
17	0.00282074	0.00415125	987.939
18	0.00415125	0.00610846	74.4273
19	0.00610846	inf	74.4273
