time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.87378e-06	2731.9
1	1.87378e-06	4.63016e-06	2731.9
2	4.63016e-06	8.68485e-06	2230.35
3	8.68485e-06	1.46494e-05	4928.5
4	1.46494e-05	2.34233e-05	2455.68
5	2.34233e-05	3.633e-05	1067.38
6	3.633e-05	5.53159e-05	824.51
7	5.53159e-05	8.32447e-05	1125.09
8	8.32447e-05	0.000124328	1722.06
9	0.000124328	0.000184763	2364.99
10	0.000184763	0.000273665	2720.21
11	0.000273665	0.00040444	2531.23
12	0.00040444	0.000596813	1960.38
13	0.000596813	0.000879799	1337.19
14	0.000879799	0.00129608	809.195
15	0.00129608	0.00190843	490.197
16	0.00190843	0.00280921	428.106
17	0.00280921	0.00413428	2816.27
18	0.00413428	0.00608349	1.82953
19	0.00608349	inf	1.82953
