time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76813e-06	3354.43
1	1.76813e-06	4.36909e-06	3354.43
2	4.36909e-06	8.19515e-06	2414.57
3	8.19515e-06	1.38234e-05	3519.75
4	1.38234e-05	2.21026e-05	3878.21
5	2.21026e-05	3.42815e-05	2469.51
6	3.42815e-05	5.21969e-05	2177.16
7	5.21969e-05	7.85508e-05	2263.85
8	7.85508e-05	0.000117318	2038.16
9	0.000117318	0.000174345	1764.94
10	0.000174345	0.000258234	1751.81
11	0.000258234	0.000381635	1850.74
12	0.000381635	0.000563162	1905.02
13	0.000563162	0.000830191	1713.89
14	0.000830191	0.001223	1277.65
15	0.001223	0.00180082	886.122
16	0.00180082	0.00265081	650.3
17	0.00265081	0.00390117	576.226
18	0.00390117	0.00574047	985.727
19	0.00574047	inf	985.727
