time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.85012e-06	2110.03
1	1.85012e-06	4.57168e-06	2110.03
2	4.57168e-06	8.57515e-06	4307.38
3	8.57515e-06	1.44643e-05	1683.51
4	1.44643e-05	2.31275e-05	1469.24
5	2.31275e-05	3.58711e-05	1461.2
6	3.58711e-05	5.46173e-05	1399.34
7	5.46173e-05	8.21932e-05	1527.41
8	8.21932e-05	0.000122758	1931.91
9	0.000122758	0.00018243	2369.71
10	0.00018243	0.000270208	2600.11
11	0.000270208	0.000399332	2430.65
12	0.000399332	0.000589275	1958.44
13	0.000589275	0.000868686	1445.01
14	0.000868686	0.00127971	1027.68
15	0.00127971	0.00188432	781.807
16	0.00188432	0.00277373	705.583
17	0.00277373	0.00408206	1099.35
18	0.00408206	0.00600665	73.4929
19	0.00600665	inf	73.4929
