time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.81823e-05	1889.62
1	2.81823e-05	6.44004e-05	1889.62
2	6.44004e-05	0.000110945	380.342
3	0.000110945	0.000170762	904.374
4	0.000170762	0.000247635	1096.64
5	0.000247635	0.000346427	1122.89
6	0.000346427	0.000473387	1247.15
7	0.000473387	0.000636549	1388.25
8	0.000636549	0.000846234	1317.44
9	0.000846234	0.00111571	1052.56
10	0.00111571	0.00146202	802.409
11	0.00146202	0.00190707	615.852
12	0.00190707	0.00247903	443.29
13	0.00247903	0.00321407	302.245
14	0.00321407	0.0041587	234.048
15	0.0041587	0.00537267	246.479
16	0.00537267	0.00693279	343.312
17	0.00693279	0.00893775	451.792
18	0.00893775	0.0115144	364.512
19	0.0115144	inf	364.512
