time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.1458e-06	459.024
1	1.1458e-06	2.83131e-06	459.024
2	2.83131e-06	5.31071e-06	17696.5
3	5.31071e-06	8.95798e-06	6686.1
4	8.95798e-06	1.43232e-05	5717.01
5	1.43232e-05	2.22155e-05	5662.4
6	2.22155e-05	3.38252e-05	5804.6
7	3.38252e-05	5.09034e-05	5936.71
8	5.09034e-05	7.60258e-05	5595.32
9	7.60258e-05	0.000112981	4815.39
10	0.000112981	0.000167344	3899.07
11	0.000167344	0.000247312	3171.82
12	0.000247312	0.000364947	2545.89
13	0.000364947	0.00053799	1922.61
14	0.00053799	0.00079254	1416.51
15	0.00079254	0.00116699	1103.76
16	0.00116699	0.00171781	959.18
17	0.00171781	0.00252808	1068.42
18	0.00252808	0.00372	205.813
19	0.00372	inf	205.813
