time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.5521e-06	77.9322
1	2.5521e-06	6.30628e-06	77.9322
2	6.30628e-06	1.18288e-05	1015.39
3	1.18288e-05	1.99525e-05	2804.93
4	1.99525e-05	3.19026e-05	1481.6
5	3.19026e-05	4.94814e-05	893.347
6	4.94814e-05	7.53403e-05	568.698
7	7.53403e-05	0.000113379	473.439
8	0.000113379	0.000169335	582.58
9	0.000169335	0.000251648	886.783
10	0.000251648	0.000372731	1150.19
11	0.000372731	0.000550848	1283.08
12	0.000550848	0.00081286	1340.54
13	0.00081286	0.00119829	1327.44
14	0.00119829	0.00176526	1247.59
15	0.00176526	0.00259928	1324.59
16	0.00259928	0.00382615	1398.2
17	0.00382615	0.00563089	1607.13
18	0.00563089	0.00828571	270328
19	0.00828571	inf	270328
