time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.57584e-06	546.058
1	2.57584e-06	6.36495e-06	546.058
2	6.36495e-06	1.19388e-05	2476.43
3	1.19388e-05	2.01381e-05	970.905
4	2.01381e-05	3.21994e-05	986.504
5	3.21994e-05	4.99418e-05	672.762
6	4.99418e-05	7.60412e-05	456.067
7	7.60412e-05	0.000114434	420.289
8	0.000114434	0.000170911	545.487
9	0.000170911	0.000253989	880.045
10	0.000253989	0.000376199	1184.23
11	0.000376199	0.000555972	1363.73
12	0.000555972	0.000820423	1414.7
13	0.000820423	0.00120943	1361.07
14	0.00120943	0.00178168	1248.32
15	0.00178168	0.00262346	1229.71
16	0.00262346	0.00386174	1345.55
17	0.00386174	0.00568328	1466.3
18	0.00568328	0.0083628	267965
19	0.0083628	inf	267965
