time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.91869e-06	0.836261
1	3.91869e-06	9.68317e-06	0.836261
2	9.68317e-06	1.81628e-05	715.418
3	1.81628e-05	3.06366e-05	380.116
4	3.06366e-05	4.89857e-05	177.169
5	4.89857e-05	7.59777e-05	608.486
6	7.59777e-05	0.000115684	506.361
7	0.000115684	0.000174092	480.214
8	0.000174092	0.000260011	503.899
9	0.000260011	0.0003864	631.768
10	0.0003864	0.000572321	751.428
11	0.000572321	0.000845815	845.51
12	0.000845815	0.00124813	869.982
13	0.00124813	0.00183994	846.226
14	0.00183994	0.00271051	862.324
15	0.00271051	0.00399114	951.041
16	0.00399114	0.00587497	984.21
17	0.00587497	0.00864612	1052.52
18	0.00864612	0.0127225	176126
19	0.0127225	inf	176126
