time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.01351e-06	0.782395
1	4.01351e-06	9.91746e-06	0.782395
2	9.91746e-06	1.86023e-05	2164.27
3	1.86023e-05	3.13779e-05	137.84
4	3.13779e-05	5.0171e-05	429.028
5	5.0171e-05	7.78161e-05	889.907
6	7.78161e-05	0.000118483	582.131
7	0.000118483	0.000178304	521.509
8	0.000178304	0.000266302	607.088
9	0.000266302	0.000395749	668.633
10	0.000395749	0.000586169	752.543
11	0.000586169	0.00086628	807.141
12	0.00086628	0.00127833	786.539
13	0.00127833	0.00188446	767.313
14	0.00188446	0.0027761	789.484
15	0.0027761	0.00408771	841.493
16	0.00408771	0.00601712	834.061
17	0.00601712	0.00885532	660.656
18	0.00885532	0.0130304	334.604
19	0.0130304	inf	334.604
