time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.96279e-06	7417.47
1	1.96279e-06	4.8501e-06	7417.47
2	4.8501e-06	9.09739e-06	11288.9
3	9.09739e-06	1.53452e-05	3904.57
4	1.53452e-05	2.45359e-05	3394.09
5	2.45359e-05	3.80557e-05	2796.68
6	3.80557e-05	5.79435e-05	2469.62
7	5.79435e-05	8.71988e-05	2174.19
8	8.71988e-05	0.000130234	2056.63
9	0.000130234	0.00019354	2079.67
10	0.00019354	0.000286664	2037.77
11	0.000286664	0.000423651	1869.56
12	0.000423651	0.000625163	1591.77
13	0.000625163	0.00092159	1241.72
14	0.00092159	0.00135764	873.682
15	0.00135764	0.00199908	569.428
16	0.00199908	0.00294265	414.311
17	0.00294265	0.00433066	415.009
18	0.00433066	0.00637246	620.378
19	0.00637246	inf	620.378
