time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.96221e-06	6650.65
1	1.96221e-06	4.84866e-06	6650.65
2	4.84866e-06	9.0947e-06	10793.7
3	9.0947e-06	1.53407e-05	4366.8
4	1.53407e-05	2.45287e-05	3265.38
5	2.45287e-05	3.80444e-05	3056.3
6	3.80444e-05	5.79264e-05	2795.61
7	5.79264e-05	8.71731e-05	2462.34
8	8.71731e-05	0.000130196	2253.23
9	0.000130196	0.000193483	2093.56
10	0.000193483	0.000286579	1983.49
11	0.000286579	0.000423526	1818.3
12	0.000423526	0.000624978	1559.62
13	0.000624978	0.000921318	1253.27
14	0.000921318	0.00135724	908.003
15	0.00135724	0.00199849	614.379
16	0.00199849	0.00294178	469.139
17	0.00294178	0.00432938	502.342
18	0.00432938	0.00637058	245.109
19	0.00637058	inf	245.109
