time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.10648e-05	4901.46
1	2.10648e-05	4.81358e-05	4901.46
2	4.81358e-05	8.29258e-05	185.855
3	8.29258e-05	0.000127636	1524.14
4	0.000127636	0.000185094	1999.91
5	0.000185094	0.000258935	1000.44
6	0.000258935	0.000353832	585.805
7	0.000353832	0.000475787	655.441
8	0.000475787	0.000632515	916.639
9	0.000632515	0.000833932	931.284
10	0.000833932	0.00109278	887.866
11	0.00109278	0.00142544	921.602
12	0.00142544	0.00185294	806.342
13	0.00185294	0.00240235	500.335
14	0.00240235	0.0031084	204.067
15	0.0031084	0.00401578	82.2226
16	0.00401578	0.00518189	85.7334
17	0.00518189	0.0066805	3207.65
18	0.0066805	0.00860641	1.35361
19	0.00860641	inf	1.35361
