time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.64277e-06	3326.96
1	1.64277e-06	4.05933e-06	3326.96
2	4.05933e-06	7.61413e-06	4783.44
3	7.61413e-06	1.28433e-05	1012.4
4	1.28433e-05	2.05355e-05	1501.68
5	2.05355e-05	3.1851e-05	1984.5
6	3.1851e-05	4.84962e-05	1285.06
7	4.84962e-05	7.29817e-05	1008.53
8	7.29817e-05	0.000109	1274.31
9	0.000109	0.000161985	1785.52
10	0.000161985	0.000239926	2289.59
11	0.000239926	0.000354578	2594.24
12	0.000354578	0.000523235	2587.99
13	0.000523235	0.000771332	2074.72
14	0.000771332	0.00113629	1281.28
15	0.00113629	0.00167315	722.495
16	0.00167315	0.00246287	601.192
17	0.00246287	0.00362458	4591.23
18	0.00362458	0.00533348	1.91149
19	0.00533348	inf	1.91149
