time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.00157e-06	54.7512
1	1.00157e-06	2.47491e-06	54.7512
2	2.47491e-06	4.64222e-06	74085.3
3	4.64222e-06	7.83037e-06	12031.1
4	7.83037e-06	1.25202e-05	6949.31
5	1.25202e-05	1.94191e-05	5139.05
6	1.94191e-05	2.95674e-05	4164.1
7	2.95674e-05	4.44958e-05	3726.18
8	4.44958e-05	6.64559e-05	3709.19
9	6.64559e-05	9.87595e-05	3645.75
10	9.87595e-05	0.000146279	3256.27
11	0.000146279	0.000216181	2829.86
12	0.000216181	0.000319008	2469.76
13	0.000319008	0.000470269	2120.21
14	0.000470269	0.000692777	1740.14
15	0.000692777	0.00102009	1290.16
16	0.00102009	0.00150158	994.892
17	0.00150158	0.00220985	1043.92
18	0.00220985	0.00325174	219.778
19	0.00325174	inf	219.778
