time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.33833e-07	7393.41
1	7.33833e-07	1.81332e-06	7393.41
2	1.81332e-06	3.40126e-06	27876.1
3	3.40126e-06	5.73716e-06	16151.7
4	5.73716e-06	9.17331e-06	16984.5
5	9.17331e-06	1.4228e-05	13928.2
6	1.4228e-05	2.16635e-05	9403.99
7	2.16635e-05	3.26012e-05	5905.17
8	3.26012e-05	4.86909e-05	4038.68
9	4.86909e-05	7.23592e-05	3559.73
10	7.23592e-05	0.000107176	3778.5
11	0.000107176	0.000158391	4135.79
12	0.000158391	0.000233731	4043.09
13	0.000233731	0.000344557	3400.28
14	0.000344557	0.000507584	2649.03
15	0.000507584	0.000747401	1987.71
16	0.000747401	0.00110018	1329.85
17	0.00110018	0.00161911	823.434
18	0.00161911	0.00238249	458.623
19	0.00238249	inf	458.623
