time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.44874e-06	2.1675
1	1.44874e-06	3.57987e-06	2.1675
2	3.57987e-06	6.7148e-06	8279.29
3	6.7148e-06	1.13263e-05	1780.62
4	1.13263e-05	1.811e-05	919.077
5	1.811e-05	2.8089e-05	1865.45
6	2.8089e-05	4.27682e-05	1645.22
7	4.27682e-05	6.43616e-05	942.565
8	6.43616e-05	9.6126e-05	799.943
9	9.6126e-05	0.000142852	1130.91
10	0.000142852	0.000211587	1737.69
11	0.000211587	0.000312698	2319.8
12	0.000312698	0.000461434	2751.22
13	0.000461434	0.000680227	2873.03
14	0.000680227	0.00100208	2473.27
15	0.00100208	0.00147553	1872.6
16	0.00147553	0.00217198	1474.87
17	0.00217198	0.00319647	2112.9
18	0.00319647	0.00470352	86.7046
19	0.00470352	inf	86.7046
