time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.46055e-07	3.31924
1	9.46055e-07	2.33772e-06	3.31924
2	2.33772e-06	4.38489e-06	39674.5
3	4.38489e-06	7.39632e-06	7058.28
4	7.39632e-06	1.18262e-05	9156.3
5	1.18262e-05	1.83426e-05	9226.82
6	1.83426e-05	2.79285e-05	6417.17
7	2.79285e-05	4.20294e-05	4485.12
8	4.20294e-05	6.27722e-05	3631.11
9	6.27722e-05	9.32852e-05	3237.97
10	9.32852e-05	0.000138171	2974.7
11	0.000138171	0.000204198	2788.09
12	0.000204198	0.000301325	2647.98
13	0.000301325	0.000444202	2486.43
14	0.000444202	0.000654376	2253.03
15	0.000654376	0.000963546	1906.98
16	0.000963546	0.00141834	1560.34
17	0.00141834	0.00208736	1673.21
18	0.00208736	0.00307149	76.4837
19	0.00307149	inf	76.4837
