time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.50937e-06	2.08044
1	1.50937e-06	3.72969e-06	2.08044
2	3.72969e-06	6.99582e-06	5125.17
3	6.99582e-06	1.18004e-05	710.262
4	1.18004e-05	1.88679e-05	1193.29
5	1.88679e-05	2.92645e-05	1849.32
6	2.92645e-05	4.45581e-05	1234.64
7	4.45581e-05	6.70552e-05	842.041
8	6.70552e-05	0.000100149	821.161
9	0.000100149	0.000148831	1148.58
10	0.000148831	0.000220442	1747.42
11	0.000220442	0.000325784	2400.61
12	0.000325784	0.000480745	2864.53
13	0.000480745	0.000708695	2803.39
14	0.000708695	0.00104401	2378.23
15	0.00104401	0.00153728	1944.34
16	0.00153728	0.00226287	1470.12
17	0.00226287	0.00333024	975.389
18	0.00333024	0.00490037	301.535
19	0.00490037	inf	301.535
