time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.58666e-06	3027.74
1	1.58666e-06	3.92066e-06	3027.74
2	3.92066e-06	7.35404e-06	3616.81
3	7.35404e-06	1.24046e-05	1342.26
4	1.24046e-05	1.98341e-05	1505.99
5	1.98341e-05	3.0763e-05	1798.61
6	3.0763e-05	4.68397e-05	1657.73
7	4.68397e-05	7.04888e-05	1587.4
8	7.04888e-05	0.000105277	1608.7
9	0.000105277	0.000156451	1852.06
10	0.000156451	0.00023173	2259.75
11	0.00023173	0.000342466	2661.52
12	0.000342466	0.000505362	2706.84
13	0.000505362	0.000744984	2112.31
14	0.000744984	0.00109747	1425.19
15	0.00109747	0.00161599	969.233
16	0.00161599	0.00237875	812.832
17	0.00237875	0.00350077	1885.66
18	0.00350077	0.00515129	61.1905
19	0.00515129	inf	61.1905
