time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.0105e-06	5174.49
1	1.0105e-06	2.49695e-06	5174.49
2	2.49695e-06	4.68357e-06	28218.4
3	4.68357e-06	7.90012e-06	23712.1
4	7.90012e-06	1.26317e-05	9860.84
5	1.26317e-05	1.9592e-05	5445.99
6	1.9592e-05	2.98308e-05	4529.72
7	2.98308e-05	4.48922e-05	4276.6
8	4.48922e-05	6.70478e-05	3820.54
9	6.70478e-05	9.96392e-05	3197.93
10	9.96392e-05	0.000147582	2805.32
11	0.000147582	0.000218106	2688.42
12	0.000218106	0.00032185	2626.12
13	0.00032185	0.000474458	2404.6
14	0.000474458	0.000698948	1899.23
15	0.000698948	0.00102918	1224.31
16	0.00102918	0.00151495	769.832
17	0.00151495	0.00222954	614.188
18	0.00222954	0.0032807	372.259
19	0.0032807	inf	372.259
