time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.35587e-07	19004.2
1	7.35587e-07	1.81765e-06	19004.2
2	1.81765e-06	3.40939e-06	26962.7
3	3.40939e-06	5.75087e-06	10183.8
4	5.75087e-06	9.19523e-06	12839.7
5	9.19523e-06	1.4262e-05	14280.3
6	1.4262e-05	2.17152e-05	10568.3
7	2.17152e-05	3.26791e-05	6726.15
8	3.26791e-05	4.88073e-05	4490.87
9	4.88073e-05	7.25321e-05	3755.75
10	7.25321e-05	0.000107432	3805.59
11	0.000107432	0.00015877	4058.07
12	0.00015877	0.00023429	3887.92
13	0.00023429	0.00034538	3240.54
14	0.00034538	0.000508797	2432.83
15	0.000508797	0.000749187	1656.9
16	0.000749187	0.0011028	1061.61
17	0.0011028	0.00162298	736.395
18	0.00162298	0.00238818	1172.81
19	0.00238818	inf	1172.81
