time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.08667e-06	2.8897
1	1.08667e-06	2.68517e-06	2.8897
2	2.68517e-06	5.03661e-06	39380.7
3	5.03661e-06	8.49562e-06	15345.1
4	8.49562e-06	1.35839e-05	7714.33
5	1.35839e-05	2.10689e-05	4899.99
6	2.10689e-05	3.20794e-05	3577.12
7	3.20794e-05	4.82761e-05	3200.95
8	4.82761e-05	7.21018e-05	3247.76
9	7.21018e-05	0.00010715	3251.14
10	0.00010715	0.000158706	3071.4
11	0.000158706	0.000234547	2743.91
12	0.000234547	0.00034611	2297.8
13	0.00034611	0.000510222	1806.04
14	0.000510222	0.000751634	1317.42
15	0.000751634	0.00110676	968.404
16	0.00110676	0.00162915	938.2
17	0.00162915	0.0023976	3652.25
18	0.0023976	0.003528	3.98355
19	0.003528	inf	3.98355
