time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.4704e-06	2.13557
1	1.4704e-06	3.63339e-06	2.13557
2	3.63339e-06	6.8152e-06	2.13557
3	6.8152e-06	1.14957e-05	1586.76
4	1.14957e-05	1.83808e-05	2117.98
5	1.83808e-05	2.8509e-05	1383.25
6	2.8509e-05	4.34077e-05	991.499
7	4.34077e-05	6.5324e-05	724.815
8	6.5324e-05	9.75633e-05	830.877
9	9.75633e-05	0.000144988	1152.57
10	0.000144988	0.000214751	1649.96
11	0.000214751	0.000317373	2255.23
12	0.000317373	0.000468333	2761.19
13	0.000468333	0.000690398	2914.58
14	0.000690398	0.00101706	2701.72
15	0.00101706	0.00149759	2140.81
16	0.00149759	0.00220445	1498.64
17	0.00220445	0.00324426	1845.86
18	0.00324426	0.00477385	469954
19	0.00477385	inf	469954
