time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.93259e-05	7485
1	1.93259e-05	4.41623e-05	7485
2	4.41623e-05	7.60805e-05	114.633
3	7.60805e-05	0.0001171	1185.7
4	0.0001171	0.000169815	2230.08
5	0.000169815	0.000237561	1340.36
6	0.000237561	0.000324624	751.903
7	0.000324624	0.000436511	661.92
8	0.000436511	0.000580302	817.647
9	0.000580302	0.000765092	903.871
10	0.000765092	0.00100257	920.453
11	0.00100257	0.00130777	918.708
12	0.00130777	0.00169998	696.336
13	0.00169998	0.00220404	438.313
14	0.00220404	0.00285181	323.622
15	0.00285181	0.00368429	295.603
16	0.00368429	0.00475413	332.608
17	0.00475413	0.00612903	633.041
18	0.00612903	0.00789596	219.483
19	0.00789596	inf	219.483
