time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.89939e-06	2735.59
1	1.89939e-06	4.69344e-06	2735.59
2	4.69344e-06	8.80353e-06	5307.08
3	8.80353e-06	1.48496e-05	3492.87
4	1.48496e-05	2.37434e-05	3387.47
5	2.37434e-05	3.68264e-05	2806.31
6	3.68264e-05	5.60718e-05	2336.67
7	5.60718e-05	8.43822e-05	2127.92
8	8.43822e-05	0.000126027	2087.29
9	0.000126027	0.000187288	2118.14
10	0.000187288	0.000277404	2123.48
11	0.000277404	0.000409967	2007.69
12	0.000409967	0.000604969	1720.99
13	0.000604969	0.000891822	1324.29
14	0.000891822	0.00131379	974.407
15	0.00131379	0.00193451	789.291
16	0.00193451	0.0028476	752.643
17	0.0028476	0.00419078	834.356
18	0.00419078	0.00616662	121.66
19	0.00616662	inf	121.66
