time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.63984e-06	651.681
1	1.63984e-06	4.05207e-06	651.681
2	4.05207e-06	7.60051e-06	1752.23
3	7.60051e-06	1.28203e-05	1463.36
4	1.28203e-05	2.04988e-05	1999.77
5	2.04988e-05	3.1794e-05	2758.57
6	3.1794e-05	4.84095e-05	3065.2
7	4.84095e-05	7.28513e-05	3333.37
8	7.28513e-05	0.000108806	3469.14
9	0.000108806	0.000161695	3322.34
10	0.000161695	0.000239497	3001.64
11	0.000239497	0.000353944	2562.73
12	0.000353944	0.000522299	1973.65
13	0.000522299	0.000769953	1320.54
14	0.000769953	0.00113426	843.167
15	0.00113426	0.00167015	645.487
16	0.00167015	0.00245847	716.631
17	0.00245847	0.0036181	1011.43
18	0.0036181	0.00532394	645.198
19	0.00532394	inf	645.198
