time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76524e-06	5798.82
1	1.76524e-06	4.36195e-06	5798.82
2	4.36195e-06	8.18176e-06	4649.93
3	8.18176e-06	1.38008e-05	3772.55
4	1.38008e-05	2.20665e-05	3278.77
5	2.20665e-05	3.42255e-05	2623.1
6	3.42255e-05	5.21116e-05	2233.13
7	5.21116e-05	7.84225e-05	2006.84
8	7.84225e-05	0.000117126	1887.44
9	0.000117126	0.000174061	1847.22
10	0.000174061	0.000257812	1869.82
11	0.000257812	0.000381012	1913.83
12	0.000381012	0.000562242	1876.58
13	0.000562242	0.000828834	1642.1
14	0.000828834	0.001221	1245.59
15	0.001221	0.00179788	870.151
16	0.00179788	0.00264648	654.187
17	0.00264648	0.00389479	669.987
18	0.00389479	0.00573109	1111.31
19	0.00573109	inf	1111.31
