time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.28812e-06	356.592
1	2.28812e-06	5.654e-06	356.592
2	5.654e-06	1.06053e-05	2348.07
3	1.06053e-05	1.78887e-05	1402.43
4	1.78887e-05	2.86027e-05	1546.66
5	2.86027e-05	4.43634e-05	1433.8
6	4.43634e-05	6.75475e-05	1390.17
7	6.75475e-05	0.000101652	1696.33
8	0.000101652	0.00015182	1988.2
9	0.00015182	0.000225619	2019.39
10	0.000225619	0.000334178	1758.47
11	0.000334178	0.000493871	1440.69
12	0.000493871	0.000728782	1300.69
13	0.000728782	0.00107434	1302.35
14	0.00107434	0.00158267	1085.79
15	0.00158267	0.00233043	685.428
16	0.00233043	0.00343039	509.599
17	0.00343039	0.00504846	614.059
18	0.00504846	0.00742868	645.688
19	0.00742868	inf	645.688
