time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.91177e-06	247.014
1	3.91177e-06	9.66605e-06	247.014
2	9.66605e-06	1.81307e-05	1944.08
3	1.81307e-05	3.05824e-05	792.511
4	3.05824e-05	4.88992e-05	870.877
5	4.88992e-05	7.58435e-05	888.202
6	7.58435e-05	0.000115479	564.898
7	0.000115479	0.000173784	459.233
8	0.000173784	0.000259551	505.902
9	0.000259551	0.000385717	643.217
10	0.000385717	0.00057131	783.448
11	0.00057131	0.00084432	847.962
12	0.00084432	0.00124592	829.57
13	0.00124592	0.00183669	792.177
14	0.00183669	0.00270572	818.609
15	0.00270572	0.00398409	902.876
16	0.00398409	0.00586459	958.898
17	0.00586459	0.00863084	958.946
18	0.00863084	0.0127001	1521.21
19	0.0127001	inf	1521.21
