time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.28912e-06	4141.61
1	1.28912e-06	3.18545e-06	4141.61
2	3.18545e-06	5.97499e-06	5681.33
3	5.97499e-06	1.00785e-05	3550.74
4	1.00785e-05	1.61148e-05	4046.78
5	1.61148e-05	2.49943e-05	3573.93
6	2.49943e-05	3.80562e-05	3544.38
7	3.80562e-05	5.72706e-05	3943.38
8	5.72706e-05	8.55353e-05	4343.39
9	8.55353e-05	0.000127113	4407.35
10	0.000127113	0.000188275	4018.85
11	0.000188275	0.000278246	3322.36
12	0.000278246	0.000410595	2542.74
13	0.000410595	0.000605283	1812.78
14	0.000605283	0.000891673	1255.44
15	0.000891673	0.00131296	933.033
16	0.00131296	0.00193268	834.256
17	0.00193268	0.0028443	1179.2
18	0.0028443	0.00418531	83.6001
19	0.00418531	inf	83.6001
