time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.39823e-06	888.298
1	1.39823e-06	3.45507e-06	888.298
2	3.45507e-06	6.48071e-06	3266.23
3	6.48071e-06	1.09315e-05	3271.78
4	1.09315e-05	1.74787e-05	2384.73
5	1.74787e-05	2.71097e-05	1502.23
6	2.71097e-05	4.12772e-05	1238.01
7	4.12772e-05	6.21179e-05	1205.35
8	6.21179e-05	9.27749e-05	1362.36
9	9.27749e-05	0.000137872	1660.85
10	0.000137872	0.000204211	2061.14
11	0.000204211	0.000301797	2466.73
12	0.000301797	0.000445347	2757.42
13	0.000445347	0.000656513	2784.98
14	0.000656513	0.000967143	2475.59
15	0.000967143	0.00142409	1917.6
16	0.00142409	0.00209626	1409.24
17	0.00209626	0.00308504	1812.78
18	0.00308504	0.00453955	111.926
19	0.00453955	inf	111.926
