time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.05956e-07	15.2468
1	2.05956e-07	5.08921e-07	15.2468
2	5.08921e-07	9.54589e-07	66564.1
3	9.54589e-07	1.61018e-06	87130.7
4	1.61018e-06	2.57456e-06	78062.9
5	2.57456e-06	3.99319e-06	65602.3
6	3.99319e-06	6.08001e-06	47240.4
7	6.08001e-06	9.14978e-06	36852
8	9.14978e-06	1.36655e-05	33880
9	1.36655e-05	2.03081e-05	35877
10	2.03081e-05	3.00797e-05	42184.6
11	3.00797e-05	4.44538e-05	47690.2
12	4.44538e-05	6.55984e-05	25967.6
13	6.55984e-05	9.67025e-05	5967.71
14	9.67025e-05	0.000142457	2101.47
15	0.000142457	0.000209764	1339.55
16	0.000209764	0.000308773	1284.71
17	0.000308773	0.000454417	5311.62
18	0.000454417	0.000668662	303.015
19	0.000668662	inf	303.015
