time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.88697e-06	22.6029
1	4.88697e-06	1.20758e-05	22.6029
2	1.20758e-05	2.26507e-05	352.057
3	2.26507e-05	3.82066e-05	271.476
4	3.82066e-05	6.10897e-05	315.538
5	6.10897e-05	9.47512e-05	321.776
6	9.47512e-05	0.000144268	363.952
7	0.000144268	0.000217108	537.187
8	0.000217108	0.000324257	451.217
9	0.000324257	0.000481876	429.581
10	0.000481876	0.000713737	429.773
11	0.000713737	0.00105481	466.965
12	0.00105481	0.00155653	550.409
13	0.00155653	0.00229458	896.762
14	0.00229458	0.00338026	1034.66
15	0.00338026	0.00497732	1030.37
16	0.00497732	0.00732663	1017.7
17	0.00732663	0.0107825	1109.95
18	0.0107825	0.0158662	140824
19	0.0158662	inf	140824
