time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.60065e-06	882.933
1	2.60065e-06	6.42625e-06	882.933
2	6.42625e-06	1.20538e-05	3938.25
3	1.20538e-05	2.0332e-05	613.427
4	2.0332e-05	3.25095e-05	1444.62
5	3.25095e-05	5.04228e-05	1291.08
6	5.04228e-05	7.67736e-05	698.16
7	7.67736e-05	0.000115536	481.913
8	0.000115536	0.000172557	523.125
9	0.000172557	0.000256435	716.119
10	0.000256435	0.000379822	988.711
11	0.000379822	0.000561327	1247.83
12	0.000561327	0.000828324	1406.88
13	0.000828324	0.00122108	1432.17
14	0.00122108	0.00179884	1374.66
15	0.00179884	0.00264873	1301.18
16	0.00264873	0.00389894	1221.81
17	0.00389894	0.00573802	1142.15
18	0.00573802	0.00844334	1210.59
19	0.00844334	inf	1210.59
