time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.66699e-06	559.606
1	2.66699e-06	6.5902e-06	559.606
2	6.5902e-06	1.23613e-05	1108.11
3	1.23613e-05	2.08507e-05	1202.74
4	2.08507e-05	3.33389e-05	1211.8
5	3.33389e-05	5.17091e-05	1191.42
6	5.17091e-05	7.87322e-05	1135.28
7	7.87322e-05	0.000118484	1118.38
8	0.000118484	0.000176959	1127.5
9	0.000176959	0.000262977	1166.29
10	0.000262977	0.000389512	1250.46
11	0.000389512	0.000575647	1344.29
12	0.000575647	0.000849456	1340.36
13	0.000849456	0.00125223	1128.29
14	0.00125223	0.00184473	851.578
15	0.00184473	0.0027163	751.764
16	0.0027163	0.0039984	804.434
17	0.0039984	0.0058844	775.081
18	0.0058844	0.00865874	741.345
19	0.00865874	inf	741.345
