time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.69291e-06	299.233
1	4.69291e-06	1.15963e-05	299.233
2	1.15963e-05	2.17513e-05	575.446
3	2.17513e-05	3.66895e-05	298.6
4	3.66895e-05	5.86639e-05	497.936
5	5.86639e-05	9.09888e-05	417.826
6	9.09888e-05	0.000138539	426.774
7	0.000138539	0.000208487	499.537
8	0.000208487	0.000311382	556.303
9	0.000311382	0.000462742	522.954
10	0.000462742	0.000685396	472.771
11	0.000685396	0.00101292	473.725
12	0.00101292	0.00149473	509.887
13	0.00149473	0.00220346	872.969
14	0.00220346	0.00324603	1086.18
15	0.00324603	0.00477968	1129.4
16	0.00477968	0.0070357	1176.39
17	0.0070357	0.0103543	1359.49
18	0.0103543	0.0152362	146446
19	0.0152362	inf	146446
