time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.81999e-06	129.034
1	2.81999e-06	6.96825e-06	129.034
2	6.96825e-06	1.30704e-05	337.341
3	1.30704e-05	2.20469e-05	395.513
4	2.20469e-05	3.52514e-05	463.707
5	3.52514e-05	5.46755e-05	681.158
6	5.46755e-05	8.32488e-05	603.855
7	8.32488e-05	0.000125281	430.855
8	0.000125281	0.00018711	385.701
9	0.00018711	0.000278063	455.037
10	0.000278063	0.000411857	609.195
11	0.000411857	0.00060867	928.974
12	0.00060867	0.000898186	1356.71
13	0.000898186	0.00132407	1673.34
14	0.00132407	0.00195056	1746.79
15	0.00195056	0.00287213	1702.75
16	0.00287213	0.00422778	1612.16
17	0.00422778	0.00622197	1603.54
18	0.00622197	0.00915547	244116
19	0.00915547	inf	244116
