time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.24434e-06	720.072
1	2.24434e-06	5.54582e-06	720.072
2	5.54582e-06	1.04024e-05	1322.21
3	1.04024e-05	1.75464e-05	1462.97
4	1.75464e-05	2.80555e-05	1679.6
5	2.80555e-05	4.35145e-05	1566.71
6	4.35145e-05	6.62551e-05	1521.91
7	6.62551e-05	9.9707e-05	1403.64
8	9.9707e-05	0.000148915	1395.87
9	0.000148915	0.000221302	1450.38
10	0.000221302	0.000327784	1522.6
11	0.000327784	0.000484422	1574.66
12	0.000484422	0.000714839	1563.79
13	0.000714839	0.00105379	1430.87
14	0.00105379	0.00155239	1154.44
15	0.00155239	0.00228584	866.455
16	0.00228584	0.00336476	737.66
17	0.00336476	0.00495187	762.082
18	0.00495187	0.00728655	506.021
19	0.00728655	inf	506.021
