time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.32343e-07	32413.3
1	5.32343e-07	1.31543e-06	32413.3
2	1.31543e-06	2.46737e-06	45695.2
3	2.46737e-06	4.16189e-06	25801.8
4	4.16189e-06	6.65458e-06	57806.7
5	6.65458e-06	1.03214e-05	158355
6	1.03214e-05	1.57153e-05	60365.9
7	1.57153e-05	2.36498e-05	5219.75
8	2.36498e-05	3.53217e-05	1606.81
9	3.53217e-05	5.24914e-05	3648.46
10	5.24914e-05	7.77482e-05	55694.5
11	7.77482e-05	0.000114902	5.89871
12	0.000114902	0.000169555	5.89871
13	0.000169555	0.000249951	431.191
14	0.000249951	0.000368216	1068.98
15	0.000368216	0.000542185	574.797
16	0.000542185	0.000798098	362.104
17	0.000798098	0.00117455	2434.04
18	0.00117455	0.00172832	183.31
19	0.00172832	inf	183.31
