time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.8717e-07	25770.6
1	8.8717e-07	2.19222e-06	25770.6
2	2.19222e-06	4.11196e-06	20444.6
3	4.11196e-06	6.93595e-06	8513.59
4	6.93595e-06	1.10901e-05	7556.18
5	1.10901e-05	1.72009e-05	4738.12
6	1.72009e-05	2.61901e-05	3319.12
7	2.61901e-05	3.94134e-05	3500.62
8	3.94134e-05	5.8865e-05	4598.82
9	5.8865e-05	8.74788e-05	5973.93
10	8.74788e-05	0.00012957	6497.3
11	0.00012957	0.000191488	5423.07
12	0.000191488	0.00028257	3687.97
13	0.00028257	0.000416553	2317.64
14	0.000416553	0.000613645	1515.15
15	0.000613645	0.000903572	1148.03
16	0.000903572	0.00133006	1091.2
17	0.00133006	0.00195743	1771.37
18	0.00195743	0.00288031	173.251
19	0.00288031	inf	173.251
