time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.28704e-06	36.1605
1	2.28704e-06	5.65132e-06	36.1605
2	5.65132e-06	1.06002e-05	681.865
3	1.06002e-05	1.78802e-05	248.573
4	1.78802e-05	2.85892e-05	817.895
5	2.85892e-05	4.43423e-05	881.876
6	4.43423e-05	6.75155e-05	780.454
7	6.75155e-05	0.000101604	762.872
8	0.000101604	0.000151748	835.591
9	0.000151748	0.000225512	984.28
10	0.000225512	0.00033402	1247.09
11	0.00033402	0.000493637	1478.44
12	0.000493637	0.000728437	1634.46
13	0.000728437	0.00107383	1647.11
14	0.00107383	0.00158192	1508.36
15	0.00158192	0.00232932	1306.66
16	0.00232932	0.00342877	1218
17	0.00342877	0.00504607	1527.2
18	0.00504607	0.00742517	302023
19	0.00742517	inf	302023
