time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.26805e-06	895.913
1	1.26805e-06	3.13338e-06	895.913
2	3.13338e-06	5.87731e-06	2911.62
3	5.87731e-06	9.9137e-06	1821.04
4	9.9137e-06	1.58513e-05	2144.26
5	1.58513e-05	2.45856e-05	2165.31
6	2.45856e-05	3.7434e-05	2363.03
7	3.7434e-05	5.63343e-05	3054.63
8	5.63343e-05	8.4137e-05	3787.1
9	8.4137e-05	0.000125035	4144.62
10	0.000125035	0.000185198	3992.62
11	0.000185198	0.000273697	3442.61
12	0.000273697	0.000403883	2704.98
13	0.000403883	0.000595388	2001.39
14	0.000595388	0.000877096	1440.3
15	0.000877096	0.00129149	1050.81
16	0.00129149	0.00190108	843.997
17	0.00190108	0.0027978	798.404
18	0.0027978	0.00411689	453.404
19	0.00411689	inf	453.404
