time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.1201e-06	6137.3
1	1.1201e-06	2.7678e-06	6137.3
2	2.7678e-06	5.19159e-06	11269.3
3	5.19159e-06	8.75703e-06	8322.92
4	8.75703e-06	1.40019e-05	7197.65
5	1.40019e-05	2.17172e-05	6849.88
6	2.17172e-05	3.30665e-05	6462.15
7	3.30665e-05	4.97616e-05	5989.86
8	4.97616e-05	7.43204e-05	5483.98
9	7.43204e-05	0.000110447	4967.89
10	0.000110447	0.00016359	4378.2
11	0.00016359	0.000241764	3628.12
12	0.000241764	0.00035676	2755.63
13	0.00035676	0.000525922	1913.33
14	0.000525922	0.000774762	1266.44
15	0.000774762	0.00114081	880.927
16	0.00114081	0.00167928	728.23
17	0.00167928	0.00247137	806.72
18	0.00247137	0.00363656	184.733
19	0.00363656	inf	184.733
