time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.65662e-06	820.064
1	1.65662e-06	4.09355e-06	820.064
2	4.09355e-06	7.67833e-06	4923.29
3	7.67833e-06	1.29516e-05	1838.52
4	1.29516e-05	2.07087e-05	1650.15
5	2.07087e-05	3.21195e-05	1743.08
6	3.21195e-05	4.89051e-05	1532.89
7	4.89051e-05	7.35971e-05	1390.9
8	7.35971e-05	0.000109919	1529.6
9	0.000109919	0.00016335	1860.32
10	0.00016335	0.000241949	2236.23
11	0.000241949	0.000357568	2520.54
12	0.000357568	0.000527646	2530.86
13	0.000527646	0.000777835	2128.51
14	0.000777835	0.00114587	1570.05
15	0.00114587	0.00168725	1056.28
16	0.00168725	0.00248364	713.291
17	0.00248364	0.00365514	598.796
18	0.00365514	0.00537845	271.252
19	0.00537845	inf	271.252
