time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.05414e-06	7264.2
1	2.05414e-06	5.07583e-06	7264.2
2	5.07583e-06	9.52079e-06	6684.89
3	9.52079e-06	1.60594e-05	2866.39
4	1.60594e-05	2.56779e-05	2155.72
5	2.56779e-05	3.98269e-05	1451.63
6	3.98269e-05	6.06403e-05	1167.2
7	6.06403e-05	9.12572e-05	1192.34
8	9.12572e-05	0.000136295	1460.9
9	0.000136295	0.000202548	1827.46
10	0.000202548	0.000300006	2047.56
11	0.000300006	0.000443369	1915.17
12	0.000443369	0.000654259	1525.47
13	0.000654259	0.000964482	1118.77
14	0.000964482	0.00142083	825.006
15	0.00142083	0.00209212	694.408
16	0.00209212	0.00307961	712.913
17	0.00307961	0.00453222	775.82
18	0.00453222	0.00666904	533.73
19	0.00666904	inf	533.73
