time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.49368e-06	200.765
1	2.49368e-06	6.16194e-06	200.765
2	6.16194e-06	1.1558e-05	1561.35
3	1.1558e-05	1.94958e-05	1185.31
4	1.94958e-05	3.11724e-05	1202.41
5	3.11724e-05	4.83489e-05	1141.36
6	4.83489e-05	7.36158e-05	1256.09
7	7.36158e-05	0.000110784	1479.87
8	0.000110784	0.000165459	1606.38
9	0.000165459	0.000245888	1581.31
10	0.000245888	0.0003642	1456
11	0.0003642	0.000538239	1331.94
12	0.000538239	0.000794255	1286.68
13	0.000794255	0.00117086	1279.22
14	0.00117086	0.00172485	1039.19
15	0.00172485	0.00253978	676.478
16	0.00253978	0.00373857	537.972
17	0.00373857	0.00550201	647.766
18	0.00550201	0.00809606	617.362
19	0.00809606	inf	617.362
