time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.19251e-06	3833.34
1	2.19251e-06	5.41774e-06	3833.34
2	5.41774e-06	1.01621e-05	4968.98
3	1.01621e-05	1.71412e-05	2949.37
4	1.71412e-05	2.74076e-05	2364.65
5	2.74076e-05	4.25096e-05	2114.38
6	4.25096e-05	6.47251e-05	2179.67
7	6.47251e-05	9.74044e-05	2231.7
8	9.74044e-05	0.000145476	2139.06
9	0.000145476	0.000216191	1927.45
10	0.000216191	0.000320214	1712.96
11	0.000320214	0.000473235	1549.37
12	0.000473235	0.00069833	1392.21
13	0.00069833	0.00102945	1161.96
14	0.00102945	0.00151654	870.567
15	0.00151654	0.00223305	619.963
16	0.00223305	0.00328705	490.822
17	0.00328705	0.00483751	538.822
18	0.00483751	0.00711828	675.27
19	0.00711828	inf	675.27
