time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.76147e-06	1011.11
1	2.76147e-06	6.82365e-06	1011.11
2	6.82365e-06	1.27992e-05	3223.84
3	1.27992e-05	2.15894e-05	742.382
4	2.15894e-05	3.45199e-05	1325.51
5	3.45199e-05	5.35409e-05	1187.35
6	5.35409e-05	8.15212e-05	641.246
7	8.15212e-05	0.000122681	427.064
8	0.000122681	0.000183228	495.662
9	0.000183228	0.000272293	721.265
10	0.000272293	0.00040331	993.115
11	0.00040331	0.000596039	1210.02
12	0.000596039	0.000879547	1309.95
13	0.000879547	0.00129659	1296.75
14	0.00129659	0.00191008	1251.37
15	0.00191008	0.00281253	1232.39
16	0.00281253	0.00414004	1176.49
17	0.00414004	0.00609285	977.459
18	0.00609285	0.00896547	795.465
19	0.00896547	inf	795.465
