time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.84935e-06	2441.83
1	1.84935e-06	4.56978e-06	2441.83
2	4.56978e-06	8.5716e-06	4417.37
3	8.5716e-06	1.44583e-05	2049.39
4	1.44583e-05	2.31179e-05	1768.18
5	2.31179e-05	3.58562e-05	1626.26
6	3.58562e-05	5.45946e-05	1395.89
7	5.45946e-05	8.21591e-05	1443.01
8	8.21591e-05	0.000122707	1778.09
9	0.000122707	0.000182354	2264.46
10	0.000182354	0.000270096	2639.41
11	0.000270096	0.000399166	2593.92
12	0.000399166	0.000589031	2105.44
13	0.000589031	0.000868326	1457
14	0.000868326	0.00127917	870.977
15	0.00127917	0.00188354	527.586
16	0.00188354	0.00277258	470.605
17	0.00277258	0.00408037	1862.5
18	0.00408037	0.00600416	37.0548
19	0.00600416	inf	37.0548
