time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.73954e-06	5304.34
1	1.73954e-06	4.29843e-06	5304.34
2	4.29843e-06	8.06261e-06	6170.92
3	8.06261e-06	1.35998e-05	3846.14
4	1.35998e-05	2.17451e-05	3022.6
5	2.17451e-05	3.37271e-05	2562.26
6	3.37271e-05	5.13528e-05	2388.45
7	5.13528e-05	7.72805e-05	2211.12
8	7.72805e-05	0.000115421	2014.19
9	0.000115421	0.000171526	1893.72
10	0.000171526	0.000254058	1885.49
11	0.000254058	0.000375464	1935.2
12	0.000375464	0.000554054	1905.9
13	0.000554054	0.000816765	1664.2
14	0.000816765	0.00120322	1267.69
15	0.00120322	0.0017717	902.171
16	0.0017717	0.00260794	691.557
17	0.00260794	0.00383808	645.161
18	0.00383808	0.00564763	680.75
19	0.00564763	inf	680.75
