time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.01864e-06	8165.73
1	2.01864e-06	4.9881e-06	8165.73
2	4.9881e-06	9.35624e-06	8326.96
3	9.35624e-06	1.57819e-05	3804.33
4	1.57819e-05	2.52341e-05	3114.79
5	2.52341e-05	3.91385e-05	2743.31
6	3.91385e-05	5.95922e-05	2457.67
7	5.95922e-05	8.968e-05	2239.33
8	8.968e-05	0.00013394	2120.24
9	0.00013394	0.000199047	2059.47
10	0.000199047	0.000294821	1983.89
11	0.000294821	0.000435706	1826.71
12	0.000435706	0.000642951	1550.4
13	0.000642951	0.000947813	1192.5
14	0.000947813	0.00139627	851.489
15	0.00139627	0.00205596	609.718
16	0.00205596	0.00302638	494.396
17	0.00302638	0.00445389	510.083
18	0.00445389	0.00655378	278.618
19	0.00655378	inf	278.618
