time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.07043e-06	7574.96
1	2.07043e-06	5.11608e-06	7574.96
2	5.11608e-06	9.59629e-06	6507.67
3	9.59629e-06	1.61868e-05	2985.32
4	1.61868e-05	2.58815e-05	2224.64
5	2.58815e-05	4.01427e-05	1483.72
6	4.01427e-05	6.11211e-05	1130.94
7	6.11211e-05	9.19809e-05	1146.86
8	9.19809e-05	0.000137376	1426.08
9	0.000137376	0.000204154	1795.78
10	0.000204154	0.000302385	2004.78
11	0.000302385	0.000446885	1892.14
12	0.000446885	0.000659447	1527.13
13	0.000659447	0.00097213	1113.53
14	0.00097213	0.00143209	811.55
15	0.00143209	0.00210871	673.164
16	0.00210871	0.00310403	681.811
17	0.00310403	0.00456816	773.302
18	0.00456816	0.00672193	674.677
19	0.00672193	inf	674.677
