time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.24851e-06	1665.21
1	1.24851e-06	3.0851e-06	1665.21
2	3.0851e-06	5.78676e-06	7710.43
3	5.78676e-06	9.76096e-06	4155.98
4	9.76096e-06	1.56071e-05	4578.87
5	1.56071e-05	2.42069e-05	5123.68
6	2.42069e-05	3.68573e-05	5607.91
7	3.68573e-05	5.54664e-05	5574.41
8	5.54664e-05	8.28407e-05	4992.85
9	8.28407e-05	0.000123109	4200.12
10	0.000123109	0.000182344	3467.96
11	0.000182344	0.000269481	2896.26
12	0.000269481	0.00039766	2423.43
13	0.00039766	0.000586215	1940.57
14	0.000586215	0.000863583	1412.93
15	0.000863583	0.0012716	955.92
16	0.0012716	0.00187179	658.505
17	0.00187179	0.00275469	491.203
18	0.00275469	0.00405346	593.253
19	0.00405346	inf	593.253
