time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.43381e-07	4.22419
1	7.43381e-07	1.83691e-06	4.22419
2	1.83691e-06	3.44551e-06	25108.8
3	3.44551e-06	5.8118e-06	17543.1
4	5.8118e-06	9.29266e-06	9425.71
5	9.29266e-06	1.44131e-05	3674.22
6	1.44131e-05	2.19453e-05	2478.91
7	2.19453e-05	3.30254e-05	2836.58
8	3.30254e-05	4.93244e-05	4107.3
9	4.93244e-05	7.33006e-05	5922.27
10	7.33006e-05	0.00010857	7329.57
11	0.00010857	0.000160452	7053.04
12	0.000160452	0.000236772	5274.22
13	0.000236772	0.00034904	3394.74
14	0.00034904	0.000514188	2146.76
15	0.000514188	0.000757125	1533.13
16	0.000757125	0.00111449	1385.36
17	0.00111449	0.00164018	2506.08
18	0.00164018	0.00241348	160.791
19	0.00241348	inf	160.791
