time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.55154e-06	422.143
1	1.55154e-06	3.83389e-06	422.143
2	3.83389e-06	7.19128e-06	2433.89
3	7.19128e-06	1.21301e-05	2757.19
4	1.21301e-05	1.93951e-05	2874.65
5	1.93951e-05	3.00821e-05	3236.51
6	3.00821e-05	4.5803e-05	3594.75
7	4.5803e-05	6.89287e-05	3708.62
8	6.89287e-05	0.000102947	3574.31
9	0.000102947	0.000152989	3340.09
10	0.000152989	0.000226601	3049.15
11	0.000226601	0.000334887	2647.31
12	0.000334887	0.000494177	2080.16
13	0.000494177	0.000728496	1433.69
14	0.000728496	0.00107318	933.737
15	0.00107318	0.00158023	705.06
16	0.00158023	0.0023261	755.869
17	0.0023261	0.00342329	1103.56
18	0.00342329	0.00503728	392.385
19	0.00503728	inf	392.385
