time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.04787e-06	6709.18
1	2.04787e-06	5.06033e-06	6709.18
2	5.06033e-06	9.49171e-06	8068.21
3	9.49171e-06	1.60104e-05	3421.6
4	1.60104e-05	2.55995e-05	2865.65
5	2.55995e-05	3.97052e-05	2602.36
6	3.97052e-05	6.0455e-05	2324.59
7	6.0455e-05	9.09785e-05	2099.5
8	9.09785e-05	0.000135879	2008.15
9	0.000135879	0.000201929	1995.23
10	0.000201929	0.000299089	1961.2
11	0.000299089	0.000442014	1831.84
12	0.000442014	0.00065226	1570.56
13	0.00065226	0.000961536	1209.73
14	0.000961536	0.00141649	849.814
15	0.00141649	0.00208573	583.683
16	0.00208573	0.0030702	445.892
17	0.0030702	0.00451838	455.159
18	0.00451838	0.00664867	463.41
19	0.00664867	inf	463.41
