time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.87299e-06	9975.87
1	1.87299e-06	4.62819e-06	9975.87
2	4.62819e-06	8.68115e-06	9613.43
3	8.68115e-06	1.46431e-05	4360.95
4	1.46431e-05	2.34133e-05	3897.96
5	2.34133e-05	3.63145e-05	3522.28
6	3.63145e-05	5.52924e-05	3242.94
7	5.52924e-05	8.32092e-05	2956.02
8	8.32092e-05	0.000124275	2640.45
9	0.000124275	0.000184685	2346.85
10	0.000184685	0.000273548	2099.23
11	0.000273548	0.000404268	1862.37
12	0.000404268	0.000596559	1573.63
13	0.000596559	0.000879424	1226.42
14	0.000879424	0.00129552	891.48
15	0.00129552	0.00190762	642.557
16	0.00190762	0.00280802	505.17
17	0.00280802	0.00413252	504.178
18	0.00413252	0.0060809	299.915
19	0.0060809	inf	299.915
