time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.24213e-06	3467.03
1	1.24213e-06	3.06933e-06	3467.03
2	3.06933e-06	5.75718e-06	6222.95
3	5.75718e-06	9.71106e-06	4577.13
4	9.71106e-06	1.55273e-05	4861.32
5	1.55273e-05	2.40831e-05	5396.75
6	2.40831e-05	3.66689e-05	5645.94
7	3.66689e-05	5.51828e-05	5550.2
8	5.51828e-05	8.24172e-05	4994.94
9	8.24172e-05	0.00012248	4196.7
10	0.00012248	0.000181412	3469.84
11	0.000181412	0.000268103	2903.51
12	0.000268103	0.000395627	2425.85
13	0.000395627	0.000583218	1934.9
14	0.000583218	0.000859168	1416.15
15	0.000859168	0.0012651	980.642
16	0.0012651	0.00186222	700.732
17	0.00186222	0.00274061	553.508
18	0.00274061	0.00403274	511.599
19	0.00403274	inf	511.599
