time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.10161e-06	4551.63
1	2.10161e-06	5.19311e-06	4551.63
2	5.19311e-06	9.74078e-06	5852.99
3	9.74078e-06	1.64305e-05	3551.97
4	1.64305e-05	2.62712e-05	2959.92
5	2.62712e-05	4.07471e-05	2510.44
6	4.07471e-05	6.20414e-05	2453.96
7	6.20414e-05	9.33658e-05	2444.26
8	9.33658e-05	0.000139445	2271.34
9	0.000139445	0.000207228	1999.85
10	0.000207228	0.000306938	1755.52
11	0.000306938	0.000453613	1577.97
12	0.000453613	0.000669376	1395.84
13	0.000669376	0.000986768	1169.75
14	0.000986768	0.00145366	902.08
15	0.00145366	0.00214046	659.769
16	0.00214046	0.00315077	510.525
17	0.00315077	0.00463694	514.648
18	0.00463694	0.00682314	601.146
19	0.00682314	inf	601.146
